Title,Abstract,Authors,Authors text,Broad Topic,Citation,Created,Doi,Editor,Files,First Author,Grant,Journal/Book,Last edited time,Link,Narrow topic,Nickname,Notes,PMID,Parent topics,Project Tasks,Publication date,Related articles,Senior Author,Start and Completion dates (estimate),Status,Team Members,Topics,Type,Year,🚀 Projects (old)
Noise analysis of hering vs helmholtz,,,,,,"September 27, 2021 3:19 PM",,,,,,,"September 27, 2021 3:20 PM",,,,,,,,,,,,🧠Brainstorming,,,,,
Current concepts in acute vestibular syndrome and nystagmus detection,"Purpose of review
We present here neuro-otological tests using portable video-oculography (VOG) and strategies assisting physicians in the process of decision making beyond the classical ‘HINTS’ testing battery at the bedside.
Recent findings
Patients with acute vestibular syndrome (AVS) experience dizziness, gait unsteadiness and nausea/vomiting. A variety of causes can lead to this condition, including strokes. These patients cannot be adequately identified with the conventional approach by stratifying based on risk factors and symptom type. In addition to bedside methods such as HINTS and HINTS plus, quantitative methods for recording eye movements using VOG can augment the ability to diagnose and localize the lesion. In particular, the ability to identify and quantify the head impulse test (VOR gain, saccade metrics), nystagmus characteristics (waveform, beating direction and intensity), skew deviation, audiometry and lateropulsion expands our diagnostic capabilities. In addition to telemedicine, algorithms and artificial intelligence can be used to support emergency physicians and nonexperts in the future.
Summary
VOG, telemedicine and artificial intelligence may assist physicians in the diagnostic process of AVS patients.","Mantokoudis, Georgios (https://www.notion.so/Mantokoudis-Georgios-000bd9843aac410482e7436a64794d67?pvs=21), Otero-Millan, Jorge (https://www.notion.so/Otero-Millan-Jorge-daeb57d4207e4ebab00ca05473e1cbdb?pvs=21), Gold, Dan R (https://www.notion.so/Gold-Dan-R-3f7a72785d88433d8d3eb94a7055e782?pvs=21)","Mantokoudis, Otero-Millan, Gold",Diagnosis,Curr Opin Neurol. 2021 Dec 9. Online ahead of print,"October 2, 2021 9:44 AM",10.1097/WCO.0000000000001017,,,"Mantokoudis, Georgios (https://www.notion.so/Mantokoudis-Georgios-000bd9843aac410482e7436a64794d67?pvs=21)",,Current Opinion in Neurology,"December 11, 2021 10:51 AM",https://journals.lww.com/co-neurology/Abstract/9000/Current_concepts_in_acute_vestibular_syndrome_and.98743.aspx,Diagnostics,,,,,,"December 9, 2021",,"Mantokoudis, Georgios (https://www.notion.so/Mantokoudis-Georgios-000bd9843aac410482e7436a64794d67?pvs=21)",,Published🎉,,"Diagnosis (https://www.notion.so/Diagnosis-dd0da3ca4a8a4aa689a28fb2c70ec623?pvs=21), Vestibular disorders (https://www.notion.so/Vestibular-disorders-bf0e3eef1e7e407990c3952beea773da?pvs=21)",Review,2021,
Saccade detection in 6D,,,,,,"October 5, 2021 1:43 PM",,,,,,,"December 8, 2022 1:28 PM",,,,,,,,,"Stuart 2019 (https://www.notion.so/Stuart-2019-279200367c584e0f9dce91d6db24da62?pvs=21), Sadeghpour 2020 (https://www.notion.so/Sadeghpour-2020-401172958d794364b42d54e1baaa57bf?pvs=21)",,,↗Next up,,,,,
The influence of scene tilt on saccade directions is amplitude dependent,"When exploring a visual scene, humans make more saccades in the horizontal direction than any other direction. While many have shown that the horizontal saccade bias rotates in response to scene tilt, it is unclear whether this effect depends on saccade amplitude. We addressed this question by examining the effect of image tilt on the saccade direction distributions recorded during freely viewing natural scenes. Participants (n = 20) viewed scenes tilted at −30°, 0°, and 30°. Saccade distributions during free viewing rotated by an angle of 12.1° ± 6.7° (t(19) = 8.04, p < 0.001) in the direction of the image tilt. When we partitioned the saccades according to their amplitude we found that small amplitude saccades occurred most in the horizontal direction while large amplitude saccades were more oriented to the scene tilt (p < 0.001). To further study the characteristics of small saccades and how they are affected by scene tilt, we looked at the effect of image tilt on small fixational saccades made while fixating a central target amidst a larger scene and found that fixational saccade distributions did not rotate with scene tilt (−0.3° ±1.7° degrees; t(19) = −0.8, p = 0.39). These results suggest a combined effect of two reference frames in saccade generation: one egocentric reference frame that dominates for small saccades, biases them horizontally, and may be common for different tasks, and another allocentric reference frame that biases larger saccades along the orientation of an image during free viewing.","Reeves, Stephanie (https://www.notion.so/Reeves-Stephanie-b7264776178f4767bb23e149d2fc3f19?pvs=21), Otero-Millan, Jorge (https://www.notion.so/Otero-Millan-Jorge-daeb57d4207e4ebab00ca05473e1cbdb?pvs=21)","Reeves, Otero-Millan",Ocular motor control,,"October 26, 2021 11:08 AM",10.1016/j.jns.2023.120635,,,"Reeves, Stephanie (https://www.notion.so/Reeves-Stephanie-b7264776178f4767bb23e149d2fc3f19?pvs=21)",,Journal of the Neurological Sciences,"June 10, 2024 9:41 AM",https://www.sciencedirect.com/science/article/pii/S0022510X23000953,FEM,MicrosaccadesImageTilt,,,"https://www.notion.so/e62515c7db9d4b699311e625070c2c7b, https://www.notion.so/fe36c28ce4764d968b63a11202d226a6",,"March 26, 2023","Thaler 2013 (https://www.notion.so/Thaler-2013-c7c7817354ce46baba7404af3b080ec9?pvs=21), Bowers 2021 (https://www.notion.so/Bowers-2021-847d0fc77e7047b9ab5d318fa7276bc9?pvs=21), Thielen 2018 (https://www.notion.so/Thielen-2018-18d1314b6ea8428dbbb3d6fdfc24912c?pvs=21), Otero-Millan 2013 (https://www.notion.so/Otero-Millan-2013-95993e6eb9ea493ab9bbf6c98367c8a1?pvs=21), Mergenthaler 2010 (https://www.notion.so/Mergenthaler-2010-b8b1ed20051a464d95446beb02487f24?pvs=21), Otero-Millan 2011 (https://www.notion.so/Otero-Millan-2011-0442331a49444e86b49e72595537fdd5?pvs=21), Otero-Millan 2008 (https://www.notion.so/Otero-Millan-2008-80c5d86efb71438db7e99319091d8471?pvs=21), Berg 2009 (https://www.notion.so/Berg-2009-e9d3e5624f7a486b812f5d890cc37b94?pvs=21), Hafed 2009 (https://www.notion.so/Hafed-2009-c9f3305b97c94fdd8d86ff72341514a2?pvs=21), McCamy 2013 (https://www.notion.so/McCamy-2013-28c5fa7a762a4d578c46fd30f1fbe32c?pvs=21), Hirasawa 2016 (https://www.notion.so/Hirasawa-2016-4f1802ad6f9342a4a0276cff60b94bc8?pvs=21), Williams 2019 (https://www.notion.so/Williams-2019-369a0efbd80343f7a1b4c969bf7a2f53?pvs=21), Hansen 2005 (https://www.notion.so/Hansen-2005-8cbadde009de420aa281bd9a586b001a?pvs=21), Kummerer et al 2022 (https://www.notion.so/Kummerer-et-al-2022-f87364f4fa4648a2b837a7aee7d84575?pvs=21), Le Meur & Coutrot 2016 (https://www.notion.so/Le-Meur-Coutrot-2016-473f675e1b0c42da8db5e643eb1752bd?pvs=21), Rolfs 2022 (https://www.notion.so/Rolfs-2022-4baaa6f1f7064de7b55957858953c064?pvs=21), Guyader 2017 (https://www.notion.so/Guyader-2017-4aa5f990fd5943fbbe847010b807b97e?pvs=21), Brecht 2004 (https://www.notion.so/Brecht-2004-5d6df4e583fd474ba43bcf7844a06062?pvs=21), Rothkegel 2019 (https://www.notion.so/Rothkegel-2019-3a79699437a84960a051d211c3f73a5b?pvs=21), Tatler 2006 (https://www.notion.so/Tatler-2006-31b71f96dc524907b6df5ec29ffcd2c5?pvs=21), Tatler 2005 (https://www.notion.so/Tatler-2005-5fbc8b765b5d41089647721e2891ca50?pvs=21), Frost & Poppel 1976 (https://www.notion.so/Frost-Poppel-1976-0e7a1297e33e4b1baa274ddcb3f055b3?pvs=21), Tatler 2009 (https://www.notion.so/Tatler-2009-ae98b6d0595f43d9b2d5fc905ac97a23?pvs=21), BlogPost: Saez 2017 (https://www.notion.so/BlogPost-Saez-2017-5e5bf84eb7454cec974899a1a9523fd9?pvs=21), Switkes 1978 (https://www.notion.so/Switkes-1978-c04f72cc32ae4bb485dbfa788e8af947?pvs=21), Samonds 2018 (https://www.notion.so/Samonds-2018-96093f150f4b4ea8a154ae78e4e9065f?pvs=21), Wismeijer 2012 (https://www.notion.so/Wismeijer-2012-e5b73dadd74747f69ed06da0023428f5?pvs=21), Sheehy 2019 (https://www.notion.so/Sheehy-2019-f67c72bdc150404ba4913be2e9b2467d?pvs=21), Pansell et al. 2006 (https://www.notion.so/Pansell-et-al-2006-34eeb3c1dde34bf4bd438d608bbeeeee?pvs=21), Groner 2008 (https://www.notion.so/Groner-2008-fe051d4289684bc6b1a699682a461099?pvs=21), Girshick 2011 (https://www.notion.so/Girshick-2011-a1174d6564df425abfa24c84b3147889?pvs=21), Kummerer 2016 (https://www.notion.so/Kummerer-2016-a1a6e00d504d4ef3aa994b961ca1a7e6?pvs=21), Cooper 2015 (https://www.notion.so/Cooper-2015-be6b775f4117470a999895b8ff332789?pvs=21), Jorges 2019 (https://www.notion.so/Jorges-2019-947b10d6623144a58c9e3f5422526ff2?pvs=21), Itti et al 1998 (https://www.notion.so/Itti-et-al-1998-3ea8b91e2fd5441994893943b671ca7a?pvs=21), Torralba 2003 (https://www.notion.so/Torralba-2003-43269897e5024fa981bac55571e759ac?pvs=21), Crawford 2003 (https://www.notion.so/Crawford-2003-1ab0244c12cf4c3bac1da7715bd7e220?pvs=21)","Otero-Millan, Jorge (https://www.notion.so/Otero-Millan-Jorge-daeb57d4207e4ebab00ca05473e1cbdb?pvs=21)","October 13, 2021 → May 31, 2023",Published🎉,,Microsaccades (https://www.notion.so/Microsaccades-19ccd07295344b9284fab3080c238f03?pvs=21),Research article,2023,
Upbeat nystagmus with an unusual velocity-decreasing and increasing waveform: A sign of gaze-holding dysfunction in the paramedian tracts in the medulla?,"We report a patient with spontaneous upbeat nystagmus (UBN) due to an ischemic lesion involving the paramedian tract (PMT) in the medulla. Eye movement recordings, using an infrared video-oculography (VOG) system, showed that the slow phase of the nystagmus was initially velocity-decreasing but gradually became velocity-increasing. Simulation of the nystagmus with a mathematical model supports a role for the PMT in relaying premotor signals for vertical gaze holding to the cerebellum. Our model shows that the disruption in cerebellar input from PMT can lead to the velocity-increasing waveform of the nystagmus, whereas the velocity-decreasing waveform could be related to a mismatch between the innervational commands to the ocular muscles (the pulse and step) needed to hold gaze steady.","Tian, Jing (https://www.notion.so/Tian-Jing-5aea07edc0084c9ab2b2202b8544a8a8?pvs=21), Otero-Millan, Jorge (https://www.notion.so/Otero-Millan-Jorge-daeb57d4207e4ebab00ca05473e1cbdb?pvs=21), Zee, David S (https://www.notion.so/Zee-David-S-a54d8115dd39404fa3fbe60216ee1f7c?pvs=21), Kheradmand, Amir (https://www.notion.so/Kheradmand-Amir-0a192265047548b884afb499984b990d?pvs=21)","Tian, Otero-Millan, Zee, Kheradmand","Diagnosis, Ocular motor control",Cerebellum (2022),"October 28, 2021 4:32 PM",10.1007/s12311-022-01376-6,,Tian2022_Article_UpbeatNystagmusWithAnUnusualVe.pdf,"Tian, Jing (https://www.notion.so/Tian-Jing-5aea07edc0084c9ab2b2202b8544a8a8?pvs=21)",,The Cerebellum,"August 11, 2022 11:51 AM",https://link.springer.com/article/10.1007/s12311-022-01376-6,Gaze holding,PMT case,,,,,"February 8, 2022",,"Kheradmand, Amir (https://www.notion.so/Kheradmand-Amir-0a192265047548b884afb499984b990d?pvs=21)",,Published🎉,,Ocular motor control (https://www.notion.so/Ocular-motor-control-e62515c7db9d4b699311e625070c2c7b?pvs=21),Case report,2022,
Accuracy and Artifacts in Automated Detection of Nystagmus using Video-oculography Software,,,,Measuring eye movements,,"November 12, 2021 9:11 AM",,,,"Chang, Tzu Pu (https://www.notion.so/Chang-Tzu-Pu-42eea05a5f994ef7889ff462bcd175b5?pvs=21)",,,"November 15, 2021 8:26 AM",,Diagnostics,,,,,,,,,,📝In preparation,,"Diagnosis (https://www.notion.so/Diagnosis-dd0da3ca4a8a4aa689a28fb2c70ec623?pvs=21), Eye Movement Analysis (https://www.notion.so/Eye-Movement-Analysis-300933015e3946e4ba327c7e0f3da58c?pvs=21)",,,
Optimal integration of frame to frame velocity with reference frame position,,,,,,"November 12, 2021 10:53 AM",,,,,,,"November 12, 2021 10:53 AM",,,,,,,,,,,,🧠Brainstorming,,,,,
Ocular Tilt Reaction: Dynamic Properties of a Stereotypical Eye-Head Routineu,,,,Diagnosis,,"March 10, 2022 11:09 AM",,,,"Otero-Millan, Jorge (https://www.notion.so/Otero-Millan-Jorge-daeb57d4207e4ebab00ca05473e1cbdb?pvs=21)",,,"April 27, 2023 2:08 PM",,,POTR,,,https://www.notion.so/e62515c7db9d4b699311e625070c2c7b,,,,"Kheradmand, Amir (https://www.notion.so/Kheradmand-Amir-0a192265047548b884afb499984b990d?pvs=21)",,✋On hold,,"Diagnosis (https://www.notion.so/Diagnosis-dd0da3ca4a8a4aa689a28fb2c70ec623?pvs=21), Torsion (https://www.notion.so/Torsion-349efb631fa94f8381104b32760d2079?pvs=21)",,,
Image fixation tilt sizes,,,,,,"May 10, 2022 1:45 PM",,,,"Reeves, Stephanie (https://www.notion.so/Reeves-Stephanie-b7264776178f4767bb23e149d2fc3f19?pvs=21)",,,"June 13, 2022 2:15 PM",,,,,,,,,,,,📐Experiment design,,,,,
VN gravity,,,,"Diagnosis, Ocular motor control",,"July 1, 2022 9:08 AM",,,,"Shemesh, Ari (https://www.notion.so/Shemesh-Ari-a886476d06474e9dbe707e36c608b311?pvs=21)",,,"August 17, 2023 4:52 PM",,VOR adaptation,VN gravity,,,,,,,,,✋On hold,,Vestibular disorders (https://www.notion.so/Vestibular-disorders-bf0e3eef1e7e407990c3952beea773da?pvs=21),,,
"Measures of spatial orientation: Spatial bias analogues in visual and haptic tasks,","The primary sensory modality for probing spatial orientation can vary among psychophysical tasks. In the subjective visual vertical (SVV) task, a visual stimulus is used to measure perceived vertical orientation, while a haptic stimulus is used in the subjective haptic vertical (SHV) task. Here we examined disparity in SHV and SVV task results and asked whether it could be related to biases in probing different spatial estimates by each task. Forty-two healthy volunteers (mean ± SD age, 25 ± 10 years; 19 females; 21 left handed) were recruited. The effect of a task to measure spatial orientation was calculated as the difference between SHV and SVV values, and with the head upright and tilted 20° laterally. There was a task bias regardless of head position related to hand use in the haptic task but not handedness (mean head upright ± SEM: left hand, −3.7 ± 1.1°; right hand, 7.9 ± 1.0°). When this task bias was subtracted out, there was a similar spatial bias using each hand in the SHV task that was also comparable to the SVV task (mean head with left tilt: left hand, 3.9 ± 0.7°; right hand, 4.4 ± 0.7°; SVV, 4.9 ± 0.7°; mean head with right tilt: left hand, −4.6 ± 0.9°; right hand, −4.6 ± 0.8°; SVV, −4.7 ± 1.0°). These findings show that the disparity in visual and haptic measures of spatial orientation is primarily related to a modality-specific bias, and once the effect of hand use is removed from the haptic measurements, the spatial bias becomes comparable to the visual task.","Kim, Min Jung (https://www.notion.so/Kim-Min-Jung-3563d78567d243db964fde4d09915ef8?pvs=21), Otero-Millan, Jorge (https://www.notion.so/Otero-Millan-Jorge-daeb57d4207e4ebab00ca05473e1cbdb?pvs=21), Kheradmand, Amir (https://www.notion.so/Kheradmand-Amir-0a192265047548b884afb499984b990d?pvs=21)","Kim, Otero-Millan, Kheradmand",Vision while moving,"eNeuro 9 August 2022, 9 (4)","July 27, 2022 9:57 AM",10.1523/ENEURO.0233-22.2022,,,"Kim, Min Jung (https://www.notion.so/Kim-Min-Jung-3563d78567d243db964fde4d09915ef8?pvs=21)",,eNeuro,"August 20, 2022 5:13 PM",https://www.eneuro.org/content/9/4/ENEURO.0233-22.2022,SVV mechanisms,,,,,,"August 9, 2022",,"Kheradmand, Amir (https://www.notion.so/Kheradmand-Amir-0a192265047548b884afb499984b990d?pvs=21)",,Published🎉,,Haptic (https://www.notion.so/Haptic-a2ba42506f844a33bd450f37fba671af?pvs=21),Research article,2022,
Deep Learning Model for Static Ocular Torsion Detection Using Synthetically Generated Fundus Images,"Purpose: The objective of the study is to develop deep learning models using synthetic fundus images to assess the direction (intorsion versus extorsion) and amount (physiologic versus pathologic) of static ocular torsion. Static ocular torsion assessment is an important clinical tool for classifying vertical ocular misalignment; however, current methods are time-intensive with steep learning curves for frontline providers.
Methods: We used a dataset (n = 276) of right eye fundus images. The disc-foveal angle was calculated using ImageJ to generate synthetic images via image rotation. Using synthetic datasets (n = 12,740 images per model) and transfer learning (the reuse of a pretrained deep learning model on a new task), we developed a binary classifier (intorsion versus extorsion) and a multiclass classifier (physiologic versus pathologic intorsion and extorsion). Model performance was evaluated on unseen synthetic and nonsynthetic data.
Results: On the synthetic dataset, the binary classifier had an accuracy and area under the receiver operating characteristic curve (AUROC) of 0.92 and 0.98, respectively, whereas the multiclass classifier had an accuracy and AUROC of 0.77 and 0.94, respectively. The binary classifier generalized well on the nonsynthetic data (accuracy = 0.94; AUROC = 1.00).
Conclusions: The direction of static ocular torsion can be detected from synthetic fundus images using deep learning methods, which is key to differentiate between vestibular misalignment (skew deviation) and ocular muscle misalignment (superior oblique palsies).
Translational Relevance: Given the robust performance of our models on real fundus images, similar strategies can be adopted for deep learning research in rare neuro-ophthalmologic diseases with limited datasets.","Wang, Chen (https://www.notion.so/Wang-Chen-57c404366da34c6dacb856f4db4d471b?pvs=21), Bai, Yunong (https://www.notion.so/Bai-Yunong-230994eb659f4cc79a2f1a84b8a68f9d?pvs=21), Tsang, Ashley (https://www.notion.so/Tsang-Ashley-bc584b7837d044479bb846d4fb286db9?pvs=21), Bian, Yuhan (https://www.notion.so/Bian-Yuhan-946400b0a1644fc18645b11e185592c5?pvs=21), Gou, Yifan (https://www.notion.so/Gou-Yifan-f12ac41bc5bf4b22ae88e8bd6e2d32f6?pvs=21), Lin, Yan X (https://www.notion.so/Lin-Yan-X-a5f159c7c8174eb6ad0b9e2250309143?pvs=21), Zhao, Matthew (https://www.notion.so/Zhao-Matthew-e34193b8ba1345e880bcc637074c576c?pvs=21), Wei, Tony Y (https://www.notion.so/Wei-Tony-Y-0fc0a44bd3c746d78122fc4241e5c029?pvs=21), Desman, Jacob M (https://www.notion.so/Desman-Jacob-M-530111b22e044060bb9638335c0c6fa1?pvs=21), Taylor, Casey Overby (https://www.notion.so/Taylor-Casey-Overby-fea4ebd79ae9411693ecfa449293aa8d?pvs=21), Greenstein, Joseph (https://www.notion.so/Greenstein-Joseph-bab665abd6244475a74722516e6c73d9?pvs=21), Otero-Millan, Jorge (https://www.notion.so/Otero-Millan-Jorge-daeb57d4207e4ebab00ca05473e1cbdb?pvs=21), Liu, Tin Yan Alvin (https://www.notion.so/Liu-Tin-Yan-Alvin-d49025c7d9b64799b05f2c452d936646?pvs=21), Kheradmand, Amir (https://www.notion.so/Kheradmand-Amir-0a192265047548b884afb499984b990d?pvs=21), Zee, David S (https://www.notion.so/Zee-David-S-a54d8115dd39404fa3fbe60216ee1f7c?pvs=21), Green, Kemar (https://www.notion.so/Green-Kemar-aeff744826f44aaf8b6fc0f85d88dccd?pvs=21)","Wang, Bai, Tsang, Bian, Gou, Lin, Zhao, Wei, Desman, Taylor, Greenstein, Otero-Millan, Liu, Kheradmand, Zee, Green","Diagnosis, Measuring eye movements","Translational Vision Science & Technology January 2023, Vol.12, 17.","August 9, 2022 11:11 AM",https://doi.org/10.1167/tvst.12.1.17,,,"Wang, Chen (https://www.notion.so/Wang-Chen-57c404366da34c6dacb856f4db4d471b?pvs=21)",,tvst,"January 11, 2023 3:11 PM",https://tvst.arvojournals.org/article.aspx?articleid=2785277,Diagnostics,deep fundus,,,,,"January 11, 2023",,"Green, Kemar (https://www.notion.so/Green-Kemar-aeff744826f44aaf8b6fc0f85d88dccd?pvs=21)","August 1, 2021 → January 11, 2023",Published🎉,,Diagnosis (https://www.notion.so/Diagnosis-dd0da3ca4a8a4aa689a28fb2c70ec623?pvs=21),Research article,2023,
Perceived Head-centric Speed at different eccentricities,,,,,,"August 22, 2022 2:36 PM",,,,,,,"August 22, 2022 2:36 PM",,,,,,,,,,,,↗Next up,,,,,
Glint tracking,,,,,,"August 30, 2022 12:12 PM",,,,"Tyson, Terence (https://www.notion.so/Tyson-Terence-8c201b26d08b4c3da5e7100ba5a5498e?pvs=21)",,,"October 13, 2022 2:14 PM",,,,,,,Project Design (https://www.notion.so/Project-Design-4c0ff520e38e4148999885b93ddb263f?pvs=21),,,,,↗Next up,,,,,
Vergence Rebound,,,,,,"October 4, 2022 11:07 AM",,,,"Tyson, Terence (https://www.notion.so/Tyson-Terence-8c201b26d08b4c3da5e7100ba5a5498e?pvs=21)",,,"July 12, 2023 4:04 PM",,,,,,,"VSS Abstract Deadline (https://www.notion.so/VSS-Abstract-Deadline-1c0e647d4a004002b910a4f2e8a07242?pvs=21), Experiment Design + Development (https://www.notion.so/Experiment-Design-Development-78f12c2c9dd74018a55d3e3d736a56a0?pvs=21), Data Collection (Pilot)/Analysis/VSS Abstract (https://www.notion.so/Data-Collection-Pilot-Analysis-VSS-Abstract-2d5c282c9c544ff4aa51884b12e80652?pvs=21)",,"Hood, 1981 (https://www.notion.so/Hood-1981-44973fa808e1483393c2f42e1ae456e0?pvs=21), Gordon et al, 2012 (https://www.notion.so/Gordon-et-al-2012-26ef2927018f4f01b21693f69f24fc7c?pvs=21)",,,📐Experiment design,"Terence Tyson, Roksana Sadeghi, Jorge Otero-Millan",,,,
Distortion of perceived visual space after prolonged horizontal eccentric gaze holding,"Eye movements have long been used as a measure of underlying brain function and pathology. Specifically, rebound nystagmus has provided a behavioral window into the adaptive mechanisms of gaze holding. It is an eye movement aftereffect resulting from maintaining gaze eccentrically for a prolonged duration. Upon returning to central fixation, the eyes drift or ""rebound"" back toward the previously held gaze location, demonstrating an adaptive process. Little is known about how prolonged eccentric gaze holding, and the accompanying adaptation of the oculomotor system, influences the perception of visual space. Here, we used a variant of the landmark task to assess spatial bias (or lack thereof) with and without prior eccentric gaze holding. We found that perceived spatial bias after prolonged eccentric gaze holding was significantly different between gaze holding to the far left (-40 deg) and the far right (+40 deg). We also found that sensitivity in distinguishing relative distances between objects in space was marginally different between the left and right gaze holding conditions. This suggests that perceived visual space is differentially impacted by where gaze was previously held, reflecting a dependence on the history of eye positions.","Tyson, Terence (https://www.notion.so/Tyson-Terence-8c201b26d08b4c3da5e7100ba5a5498e?pvs=21), Perez, Dennis F (https://www.notion.so/Perez-Dennis-F-371545ee8b3b46c8ac3dabfe4bdb58de?pvs=21), Otero-Millan, Jorge (https://www.notion.so/Otero-Millan-Jorge-daeb57d4207e4ebab00ca05473e1cbdb?pvs=21)","Tyson, Perez, Otero-Millan",Vision while moving,Vision Res;240:108729,"November 13, 2022 4:17 PM",10.1016/j.visres.2025.108729,,,"Tyson, Terence (https://www.notion.so/Tyson-Terence-8c201b26d08b4c3da5e7100ba5a5498e?pvs=21)",,Vision Research,"December 22, 2025 4:49 PM",https://www.sciencedirect.com/science/article/pii/S0042698925001907,Gaze holding,,,41380491,,"Experiment Testing (https://www.notion.so/Experiment-Testing-7f56df97074d428bb173bad0d040d446?pvs=21), Data Collection (https://www.notion.so/Data-Collection-7d3ed6a74afa446c8c5fbe9bedc334be?pvs=21), Data Analysis (https://www.notion.so/Data-Analysis-baf3e9d5db5a4fe4ac312de3891d9760?pvs=21), Abstract Writeup (SfN or Optica) (https://www.notion.so/Abstract-Writeup-SfN-or-Optica-4bc6976047054ae996a4adadac681fc2?pvs=21)","December 10, 2025","McCourt, 2000 (https://www.notion.so/McCourt-2000-467268fd81cf4a4ebcb79a920806ef25?pvs=21), Ross et al, 1997 (https://www.notion.so/Ross-et-al-1997-ebb4ebd5ea2540cb8ef0fd6dcf65bd63?pvs=21)","Otero-Millan, Jorge (https://www.notion.so/Otero-Millan-Jorge-daeb57d4207e4ebab00ca05473e1cbdb?pvs=21)",,Published🎉,"Terence Tyson, Dennis Perez, Jorge Otero-Millan, Tiffany lau",Perceptual Stability (https://www.notion.so/Perceptual-Stability-9a1d831dab9441139ba739a6fd9b22c6?pvs=21),Research article,2025,
Rebound after oblique gaze holding,,,,,,"December 6, 2022 7:34 AM",,,,,,,"December 6, 2022 7:34 AM",,Gaze holding,,,,,,,,,,🧠Brainstorming,,,,,
MVS slow entry,,,,Ocular motor control,,"January 11, 2023 3:11 PM",,,,"Pogson, Jacob (https://www.notion.so/Pogson-Jacob-19f33cd354d24cbb894c4cb1d336c67d?pvs=21)",,,"July 7, 2025 2:19 PM",,,MVS slow entry,,,,,,,,,📝In preparation,,,,,
"Measuring the Influence of Magnetic Vestibular Stimulation on Reflexive Eye-Movements, Self-Motion Perception, and Cognitive Performance in a 7 T MRT","Strong magnetic fields induce dizziness, vertigo, and nystagmus due to Lorentz forces acting on the cupula in the semi-circular canals, an effect called magnetic vestibular stimulation (MVS). In this article, we present an experimental setup in a 7T MRT scanner (MRI scanner) that allows the investigation of the influence of strong magnetic fields on nystagmus as well as perceptual and cognitive responses. The strength of MVS is manipulated by altering the head positions of the participants. The orientation of the participants' semicircular canals with respect to the static magnetic field is assessed by combining a 3D magnetometer and 3D constructive interference in steady-state (3D-CISS) images. This approach allows to account for intra- and inter-individual differences in participants’ responses to MVS. In the future, MVS can be useful for clinical research, for example, in the investigation of compensatory processes in vestibular disorders. Furthermore, it could foster insights into the interplay between vestibular information and cognitive processes in terms of spatial cognition and the emergence of self-motion percepts under conflicting sensory information. In fMRI studies, MVS can elicit a possible confounding effect, especially in tasks influenced by vestibular information or in studies comparing vestibular patients with healthy controls.","Wyssen, Gerda (https://www.notion.so/Wyssen-Gerda-e6bdcae540d7422f90da9bf920a40b76?pvs=21), Mast, Fred W (https://www.notion.so/Mast-Fred-W-dfa3d46f49ae4bbab1cf9c137f2b01ad?pvs=21), Mantokoudis, Georgios (https://www.notion.so/Mantokoudis-Georgios-000bd9843aac410482e7436a64794d67?pvs=21), Otero-Millan, Jorge (https://www.notion.so/Otero-Millan-Jorge-daeb57d4207e4ebab00ca05473e1cbdb?pvs=21), Morrison, Miranda (https://www.notion.so/Morrison-Miranda-2d680957bb094217802d8ff791e364e2?pvs=21), Korda, Athanasia (https://www.notion.so/Korda-Athanasia-5d6ab448785c48749caf197cc7060d1a?pvs=21), Wimmer, Wilhelm (https://www.notion.so/Wimmer-Wilhelm-75355046cdd9469aba0a6496316260a2?pvs=21), Ertl, Matthias (https://www.notion.so/Ertl-Matthias-bdbd078cbb3d4e55bc44fca94753eee1?pvs=21), Szukics, Andreas A (https://www.notion.so/Szukics-Andreas-A-2e9593a4a09044d29d3bfc2846c6bcfe?pvs=21), Wyss, Thomas (https://www.notion.so/Wyss-Thomas-acaa856755ce41aa981950cfe1a74182?pvs=21), Wagner, Franca (https://www.notion.so/Wagner-Franca-de815e0d6d4b47f8becbbe8f47ddc17a?pvs=21), Caversaccio, Marco D (https://www.notion.so/Caversaccio-Marco-D-3fb0c3a533da48c981777fc82fee5c0e?pvs=21)","Wyssen, Mast, Mantokoudis, Otero-Millan, Morrison, Korda, Wimmer, Ertl, Szukics, Wyss, Wagner, Caversaccio",Measuring eye movements,"J. Vis. Exp. (193), e64022","January 26, 2023 3:36 PM",10.3791/64022,,,"Wyssen, Gerda (https://www.notion.so/Wyssen-Gerda-e6bdcae540d7422f90da9bf920a40b76?pvs=21)",,Jove,"March 27, 2023 9:28 PM",https://www.jove.com/t/64022/measuring-influence-magnetic-vestibular-stimulation-on-reflexive-eye,Eye tracking,,,,,,"March 3, 2023",,"Mast, Fred W (https://www.notion.so/Mast-Fred-W-dfa3d46f49ae4bbab1cf9c137f2b01ad?pvs=21)",,Published🎉,,MVS (https://www.notion.so/MVS-553a4af8cbfa4cfda6de832739af59ee?pvs=21),Methods,2023,
